Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
639,30,3,67.0,8777,1,3,3,4,0,7,1,2,0,2,5,7,1910,1950,1,1,8,14,2,0.0,3,4,1,1,4,3,6,0.0,6,0.0,796.0,796.0,1,2,1,0,796,0,0,796,0.0,0.0,1,0,2,1,3,4,6,0,6,0.0,1,0.0,0.0,3,3,1,328,0,164,0,0,0,0,5,2008,8,4,85000.0
640,120,3,53.0,3982,1,3,3,4,0,0,2,2,4,2,8,5,2006,2006,3,1,12,13,2,0.0,2,4,2,2,1,0,2,1154.0,6,0.0,366.0,1520.0,1,0,1,4,1567,0,0,1567,1.0,0.0,2,0,1,1,0,7,6,1,1,2006.0,0,3.0,648.0,5,5,2,312,0,0,0,0,0,0,10,2006,6,5,264561.0
641,120,3,62.0,12677,1,0,3,4,0,16,2,2,4,2,8,5,2003,2004,3,1,8,8,1,472.0,0,4,2,0,4,1,2,1218.0,6,0.0,300.0,1518.0,1,0,1,4,1518,0,0,1518,0.0,0.0,1,1,1,1,0,6,6,1,1,2003.0,2,2.0,588.0,5,5,2,185,140,0,0,0,0,0,4,2008,8,4,274000.0
642,60,1,69.30579531442663,7050,1,3,3,4,0,21,2,2,0,5,7,5,2001,2001,1,1,12,13,2,0.0,2,4,2,2,4,3,2,738.0,6,0.0,319.0,1057.0,1,0,1,4,1057,872,0,1929,1.0,0.0,2,1,3,1,2,7,6,1,1,2001.0,0,2.0,650.0,5,5,2,0,235,0,0,0,0,0,5,2007,8,4,226000.0
643,80,3,75.0,13860,1,3,3,4,0,12,2,2,0,7,8,7,1972,1995,1,1,9,14,2,0.0,2,4,1,2,4,1,2,1410.0,6,0.0,542.0,1952.0,1,2,1,4,2000,704,0,2704,1.0,0.0,2,1,4,1,0,9,6,3,1,1972.0,0,2.0,538.0,5,5,2,269,111,0,0,0,0,0,7,2009,8,4,345000.0
644,60,3,80.0,10793,1,3,3,4,0,14,6,2,0,5,5,5,1969,1969,4,1,14,6,1,263.0,3,4,1,4,4,3,5,493.0,1,287.0,0.0,780.0,1,0,1,4,780,840,0,1620,0.0,0.0,2,1,4,1,3,7,2,0,1,1969.0,0,2.0,462.0,5,5,2,208,0,0,0,0,0,0,4,2007,8,4,152000.0
645,20,1,85.0,9187,1,3,3,4,0,21,2,2,0,2,9,5,2009,2009,1,1,5,5,3,162.0,0,4,2,0,4,2,2,1121.0,6,0.0,645.0,1766.0,1,0,1,4,1766,0,0,1766,1.0,0.0,2,1,2,1,0,7,6,1,1,2009.0,0,3.0,478.0,5,5,2,195,130,0,0,0,0,0,10,2009,6,5,370878.0
646,20,3,69.30579531442663,10530,1,0,3,0,0,12,2,2,0,2,6,5,1971,1971,3,1,9,10,2,0.0,3,4,1,4,4,3,0,282.0,3,35.0,664.0,981.0,1,4,1,4,981,0,0,981,1.0,0.0,1,1,3,1,3,5,6,0,5,1979.0,3,2.0,576.0,5,5,2,0,312,40,0,0,0,0,3,2007,8,4,143250.0
647,20,3,60.0,7200,1,3,3,4,0,12,2,2,0,2,5,5,1950,1950,3,1,8,8,2,0.0,3,4,1,3,2,4,4,0.0,4,0.0,0.0,0.0,1,2,1,4,1048,0,0,1048,0.0,0.0,1,0,3,1,3,7,2,0,5,1950.0,3,2.0,420.0,5,5,2,0,27,0,0,0,0,0,7,2008,8,4,98300.0
648,20,3,85.0,10452,1,0,3,4,0,7,2,2,0,2,6,5,1953,1953,3,1,13,14,3,216.0,3,4,1,4,4,2,5,500.0,6,0.0,594.0,1094.0,1,0,1,4,1094,0,0,1094,0.0,0.0,1,0,3,1,3,5,6,2,1,1953.0,2,2.0,495.0,5,5,2,0,0,0,0,287,0,0,6,2008,8,4,155000.0
649,60,3,70.0,7700,1,3,3,4,0,12,4,2,0,5,6,5,1966,1966,1,1,8,8,1,351.0,3,4,1,4,4,3,6,0.0,6,0.0,756.0,756.0,1,4,1,4,1051,788,0,1839,0.0,0.0,1,1,4,1,3,7,6,1,1,1966.0,3,2.0,442.0,5,5,2,0,124,216,0,0,0,0,6,2010,8,4,155000.0
650,180,4,21.0,1936,1,3,3,4,0,10,2,2,3,6,4,6,1970,1970,1,1,5,5,2,0.0,3,4,1,2,4,0,1,131.0,2,499.0,0.0,630.0,1,2,1,4,630,0,0,630,1.0,0.0,1,0,1,1,3,3,6,0,6,0.0,1,0.0,0.0,3,3,2,0,0,0,0,0,0,0,12,2007,8,4,84500.0
651,60,1,65.0,8125,1,3,3,4,0,21,2,2,0,5,7,6,2007,2007,1,1,5,5,2,0.0,2,4,2,2,4,3,6,0.0,6,0.0,813.0,813.0,1,0,1,4,822,843,0,1665,0.0,0.0,2,1,3,1,2,7,6,0,1,2007.0,2,2.0,562.0,5,5,2,0,0,0,0,0,0,0,5,2008,8,4,205950.0
652,70,3,60.0,9084,1,3,3,4,0,7,0,2,0,5,4,5,1940,1950,1,1,8,8,2,0.0,3,4,1,4,4,2,6,0.0,6,0.0,755.0,755.0,1,4,1,4,755,755,0,1510,1.0,0.0,1,0,4,1,3,7,6,1,5,1940.0,3,1.0,296.0,1,4,1,120,0,0,0,0,0,0,10,2009,8,4,108000.0
653,60,3,70.0,8750,1,3,3,4,0,5,2,2,0,5,7,5,1996,1996,1,1,12,13,2,0.0,2,4,2,2,4,3,6,0.0,6,0.0,880.0,880.0,1,0,1,4,909,807,0,1716,0.0,0.0,2,1,2,1,2,7,6,1,1,1996.0,2,2.0,512.0,5,5,2,0,120,0,0,0,0,0,7,2009,8,4,191000.0
654,50,4,60.0,10320,1,3,3,4,0,9,2,2,0,0,6,7,1906,1995,1,1,8,8,2,0.0,3,4,1,4,4,3,6,0.0,6,0.0,756.0,756.0,1,0,1,4,756,713,0,1469,0.0,0.0,1,0,3,1,3,7,6,0,5,1906.0,3,1.0,216.0,5,5,2,57,0,239,0,0,0,0,6,2008,8,4,135000.0
655,20,3,91.0,10437,1,0,3,4,0,15,2,2,0,2,8,6,1995,1995,3,1,8,8,1,660.0,2,2,2,2,4,1,2,1696.0,6,0.0,413.0,2109.0,1,0,1,4,2113,0,0,2113,1.0,0.0,2,1,2,1,2,7,6,1,1,1995.0,0,3.0,839.0,5,5,2,236,46,0,0,0,0,0,8,2008,8,4,350000.0
656,160,4,21.0,1680,1,3,3,4,0,2,2,2,3,5,6,5,1971,1971,1,1,6,7,1,381.0,3,4,1,4,4,3,6,0.0,6,0.0,525.0,525.0,1,4,1,4,525,567,0,1092,0.0,0.0,1,1,3,1,3,6,6,0,5,1971.0,3,1.0,264.0,5,5,2,0,0,0,0,0,0,0,3,2010,8,3,88000.0
657,20,3,72.0,10007,1,0,3,4,0,12,2,2,0,2,5,7,1959,2006,1,1,6,6,1,54.0,2,4,1,4,4,3,0,806.0,6,0.0,247.0,1053.0,1,0,1,4,1053,0,0,1053,1.0,0.0,1,1,3,1,2,5,6,0,1,1959.0,2,1.0,312.0,5,5,2,0,0,0,0,0,0,0,8,2008,8,4,145500.0
658,70,3,60.0,7200,1,3,1,4,1,6,2,2,0,5,7,6,1931,2000,1,1,11,15,2,0.0,3,1,0,2,4,3,6,0.0,6,0.0,776.0,776.0,1,4,1,4,851,651,0,1502,0.0,0.0,1,1,3,1,3,6,6,1,1,1931.0,2,1.0,270.0,5,5,1,0,0,112,0,0,0,0,2,2008,8,4,149000.0
659,50,3,78.0,17503,1,3,3,4,0,12,0,2,0,0,6,5,1948,1950,1,1,12,13,2,0.0,3,4,1,4,4,3,6,0.0,6,0.0,912.0,912.0,1,4,1,4,912,546,0,1458,0.0,1.0,1,0,3,1,3,6,6,1,1,1948.0,3,1.0,330.0,5,5,2,192,0,0,0,0,0,0,1,2010,8,0,97500.0
660,20,3,75.0,9937,1,3,3,0,0,7,2,2,0,2,5,7,1964,1999,3,1,8,8,2,0.0,3,2,2,4,4,3,1,637.0,6,0.0,849.0,1486.0,1,0,1,4,1486,0,0,1486,1.0,0.0,1,0,3,1,3,7,6,0,5,1968.0,0,2.0,480.0,5,5,2,0,0,0,0,0,0,0,3,2009,8,4,167000.0
661,60,3,69.30579531442663,12384,1,3,3,1,0,14,2,2,0,5,7,7,1976,1976,1,1,9,10,1,233.0,3,4,1,2,4,3,6,0.0,6,0.0,793.0,793.0,1,4,1,4,1142,793,0,1935,0.0,0.0,2,1,3,1,3,7,6,1,1,1976.0,2,2.0,550.0,5,5,2,0,113,252,0,0,0,0,11,2007,8,4,197900.0
662,60,3,52.0,46589,1,1,3,1,0,15,2,2,0,5,8,7,1994,2005,3,1,12,13,1,528.0,2,4,2,2,1,3,2,1361.0,5,180.0,88.0,1629.0,1,0,1,4,1686,762,0,2448,1.0,0.0,2,1,4,1,2,8,6,1,1,1994.0,2,3.0,711.0,5,5,2,517,76,0,0,0,0,0,7,2009,8,4,402000.0
663,20,3,120.0,13560,1,3,3,0,0,12,2,2,0,2,6,3,1968,1968,3,1,13,14,1,216.0,3,4,1,1,0,3,6,0.0,6,0.0,1392.0,1392.0,1,2,1,4,1392,0,0,1392,1.0,0.0,1,0,2,1,3,5,1,2,1,1968.0,2,2.0,576.0,5,5,2,0,0,240,0,0,0,0,7,2009,8,4,110000.0
664,85,3,90.0,10012,1,3,3,4,0,7,2,2,0,6,4,5,1972,1972,1,1,9,10,2,0.0,3,4,1,2,4,0,1,920.0,5,180.0,38.0,1138.0,1,4,1,4,1181,0,0,1181,1.0,0.0,2,0,3,1,3,6,6,0,5,1974.0,2,2.0,588.0,5,5,2,0,0,180,0,0,0,0,4,2008,8,4,137500.0
665,20,3,49.0,20896,1,1,3,1,0,21,6,2,0,2,8,5,2005,2006,1,1,12,13,2,0.0,2,4,2,0,4,2,2,1721.0,6,0.0,356.0,2077.0,1,0,1,4,2097,0,0,2097,1.0,0.0,1,1,1,1,0,8,6,1,1,2005.0,0,3.0,1134.0,5,5,2,192,267,0,0,0,0,0,1,2006,6,5,423000.0
666,60,3,106.0,11194,1,0,3,0,0,8,2,2,0,5,8,5,2000,2000,1,1,12,13,1,40.0,2,4,2,2,4,3,6,0.0,6,0.0,1406.0,1406.0,1,0,1,4,1454,482,0,1936,0.0,0.0,2,1,3,1,2,7,6,1,1,2000.0,2,2.0,504.0,5,5,2,188,124,0,0,0,0,0,11,2006,8,4,230500.0
667,60,3,69.30579531442663,18450,1,0,3,4,0,12,2,2,0,5,6,5,1965,1979,0,5,9,10,0,113.0,3,2,1,2,4,3,3,187.0,5,723.0,111.0,1021.0,1,4,1,4,1465,915,0,2380,0.0,0.0,2,1,3,1,3,7,5,1,4,1965.0,3,2.0,596.0,5,5,2,0,265,0,0,0,0,0,8,2007,8,0,129000.0
668,20,3,65.0,8125,1,3,3,4,0,20,2,2,0,2,6,5,1994,1998,1,1,6,6,1,258.0,3,4,2,2,4,3,2,1138.0,6,0.0,270.0,1408.0,1,0,1,4,1679,0,0,1679,1.0,0.0,2,0,3,1,2,7,6,1,1,1994.0,2,2.0,575.0,5,5,2,224,42,0,0,0,0,0,10,2008,8,4,193500.0
669,20,3,69.30579531442663,14175,1,3,0,0,1,19,2,2,0,2,5,6,1956,1987,1,1,5,14,2,0.0,3,4,1,4,4,3,5,988.0,6,0.0,200.0,1188.0,1,2,1,4,1437,0,0,1437,1.0,0.0,1,1,3,1,3,6,3,1,5,1999.0,3,2.0,576.0,5,5,2,304,0,0,0,0,0,0,11,2006,8,4,168000.0
670,30,3,80.0,11600,1,3,3,4,0,6,2,2,0,2,4,5,1922,1950,1,1,8,8,2,0.0,3,4,0,1,4,3,6,0.0,6,0.0,700.0,700.0,1,0,1,4,1180,0,0,1180,0.0,0.0,1,0,2,1,1,5,6,1,5,1922.0,3,1.0,252.0,5,1,2,0,0,67,0,0,0,0,7,2006,8,4,137500.0
671,60,3,64.0,8633,1,3,3,2,0,5,2,2,0,5,6,5,2005,2005,1,1,12,13,2,0.0,2,4,2,2,4,3,2,193.0,6,0.0,545.0,738.0,1,0,1,4,738,738,0,1476,1.0,0.0,2,1,3,1,2,7,6,0,1,2005.0,0,2.0,540.0,5,5,2,100,35,0,0,0,0,0,2,2009,8,4,173500.0
672,70,2,54.0,6629,1,3,3,4,0,7,0,2,0,5,6,6,1925,1950,2,1,13,14,2,0.0,3,2,0,4,4,3,1,551.0,6,0.0,121.0,672.0,1,4,0,4,697,672,0,1369,1.0,0.0,2,0,3,1,3,6,6,0,5,1930.0,3,1.0,300.0,5,5,2,147,0,0,0,0,0,0,7,2009,8,4,103600.0
673,20,3,69.30579531442663,11250,1,0,3,4,0,24,2,2,0,2,6,6,1977,1977,1,1,9,10,2,0.0,2,4,1,2,4,3,0,767.0,6,0.0,441.0,1208.0,1,4,1,4,1208,0,0,1208,1.0,0.0,1,1,3,1,3,6,6,1,1,1977.0,2,2.0,546.0,5,5,2,198,42,0,0,0,0,0,6,2006,8,4,165000.0
674,20,3,110.0,14442,1,3,3,4,0,6,2,2,0,2,6,7,1957,2004,3,1,5,5,1,106.0,3,4,2,4,4,3,2,1186.0,6,0.0,291.0,1477.0,1,0,1,4,1839,0,0,1839,1.0,0.0,2,0,3,1,2,7,6,2,1,1957.0,0,2.0,416.0,5,5,2,0,87,0,0,200,0,0,6,2007,8,4,257500.0
675,20,3,80.0,9200,1,3,3,4,0,12,2,2,0,2,6,6,1965,1965,1,1,6,6,2,0.0,3,4,1,4,4,3,5,892.0,6,0.0,244.0,1136.0,1,4,1,4,1136,0,0,1136,1.0,0.0,1,0,3,1,3,5,6,1,1,1965.0,2,1.0,384.0,5,5,2,426,0,0,0,0,0,0,7,2008,8,4,140000.0
676,160,3,24.0,2289,1,3,3,4,0,13,2,2,3,5,6,6,1978,1978,1,1,9,2,2,0.0,3,4,1,4,4,3,0,311.0,6,0.0,544.0,855.0,1,4,1,4,855,586,0,1441,0.0,0.0,2,1,3,1,3,7,6,1,1,1978.0,3,2.0,440.0,5,5,2,28,0,0,0,0,0,0,4,2009,8,4,148500.0
677,70,4,60.0,9600,1,3,3,4,0,17,2,2,0,5,4,2,1900,1950,1,1,0,12,2,0.0,3,4,0,4,0,3,6,0.0,6,0.0,1095.0,1095.0,2,1,0,4,1095,679,0,1774,1.0,0.0,2,0,4,2,3,8,3,0,0,1920.0,3,3.0,779.0,1,1,0,0,0,90,0,0,0,0,5,2006,8,4,87000.0
678,30,3,52.0,9022,1,3,3,4,0,17,2,2,0,2,5,8,1924,2006,1,1,12,13,2,0.0,2,4,0,4,4,3,6,0.0,6,0.0,768.0,768.0,1,0,1,4,792,0,0,792,0.0,0.0,1,0,2,1,2,5,6,0,5,1924.0,3,1.0,240.0,1,1,0,316,0,120,0,0,0,0,5,2009,8,4,109500.0
679,20,3,80.0,11844,1,0,3,4,0,22,2,2,0,2,8,5,2008,2008,3,1,12,13,3,464.0,2,4,2,0,4,2,6,0.0,6,0.0,2046.0,2046.0,1,0,1,4,2046,0,0,2046,0.0,0.0,2,1,3,1,2,7,6,1,1,2008.0,0,3.0,834.0,5,5,2,322,82,0,0,0,0,0,7,2009,6,5,372500.0
680,20,3,69.30579531442663,9945,1,0,3,4,0,19,2,2,0,2,5,5,1961,1961,3,1,13,14,1,57.0,3,4,1,4,4,3,5,827.0,6,0.0,161.0,988.0,1,4,1,4,988,0,0,988,1.0,0.0,1,0,3,1,3,5,6,0,5,1963.0,3,2.0,572.0,5,5,2,0,0,0,0,0,0,0,10,2007,8,4,128500.0
681,120,3,50.0,8012,1,3,3,4,0,20,2,2,4,2,6,5,1980,1980,1,1,9,10,2,0.0,3,4,1,2,4,3,1,543.0,1,119.0,261.0,923.0,1,4,1,4,923,0,0,923,0.0,0.0,2,0,2,1,3,5,6,1,1,1980.0,2,1.0,264.0,5,5,2,80,0,0,0,0,0,0,5,2010,8,4,143000.0
682,50,2,55.0,4500,1,1,0,4,0,18,2,2,0,0,5,5,1932,2000,1,1,12,12,2,0.0,3,4,0,4,4,3,5,182.0,6,0.0,611.0,793.0,1,0,1,4,848,672,0,1520,0.0,0.0,1,0,3,1,3,6,6,0,5,1968.0,3,1.0,281.0,5,5,2,0,0,56,0,0,0,0,7,2009,8,0,159434.0
683,120,3,69.30579531442663,2887,1,3,1,4,0,4,2,2,0,2,6,5,1996,1997,1,1,13,14,2,0.0,3,4,2,2,4,2,2,1003.0,6,0.0,288.0,1291.0,1,0,1,4,1291,0,0,1291,1.0,0.0,1,0,2,1,2,6,6,1,1,1996.0,3,2.0,431.0,5,5,2,307,0,0,0,0,0,0,11,2008,8,4,173000.0
684,20,3,90.0,11248,1,0,3,0,0,5,2,2,0,2,9,5,2002,2002,3,1,12,13,3,215.0,2,4,2,2,4,0,2,1059.0,6,0.0,567.0,1626.0,1,0,1,4,1668,0,0,1668,1.0,0.0,2,0,3,1,2,7,6,1,1,2002.0,0,3.0,702.0,5,5,2,257,45,0,0,0,0,0,7,2007,8,4,285000.0
685,60,3,58.0,16770,1,1,3,1,0,15,2,2,0,5,7,5,1998,1998,1,1,12,13,1,30.0,2,4,2,2,4,3,6,0.0,6,0.0,1195.0,1195.0,1,2,1,4,1195,644,0,1839,0.0,0.0,2,1,4,1,3,7,6,0,1,1998.0,0,2.0,486.0,5,5,2,0,81,0,0,0,0,0,6,2010,8,4,221000.0
686,160,3,69.30579531442663,5062,1,0,3,1,0,22,2,2,4,5,7,5,1984,1984,1,1,6,6,2,0.0,2,4,1,2,4,2,2,828.0,3,182.0,180.0,1190.0,1,2,1,4,1190,900,0,2090,1.0,0.0,2,0,3,1,2,6,2,1,1,1984.0,0,2.0,577.0,5,5,2,219,0,0,0,0,0,0,9,2007,8,4,207500.0
687,60,1,84.0,10207,1,3,3,4,0,21,2,2,0,5,7,6,2007,2007,1,1,12,13,2,0.0,2,4,2,2,4,3,6,0.0,6,0.0,874.0,874.0,1,0,1,4,874,887,0,1761,0.0,0.0,3,0,3,1,2,7,6,0,1,2007.0,0,2.0,578.0,5,5,2,144,105,0,0,0,0,0,8,2007,6,5,227875.0
688,160,1,69.30579531442663,5105,1,1,3,2,0,21,2,2,4,5,7,5,2004,2004,1,1,8,8,2,0.0,2,4,2,2,4,3,2,239.0,6,0.0,312.0,551.0,1,0,1,4,551,551,0,1102,0.0,0.0,2,1,2,1,2,4,6,0,5,2004.0,3,2.0,480.0,5,5,2,0,60,0,0,0,0,0,3,2007,8,4,148800.0
689,20,3,60.0,8089,1,3,1,4,0,22,2,2,0,2,8,6,2007,2007,1,1,8,8,1,0.0,2,4,2,2,4,0,2,945.0,6,0.0,474.0,1419.0,1,0,1,4,1419,0,0,1419,1.0,0.0,2,0,2,1,2,7,6,1,1,2007.0,2,2.0,567.0,5,5,2,140,0,0,0,0,0,0,10,2007,6,5,392000.0
690,120,3,61.0,7577,1,0,3,0,0,16,2,2,4,2,6,5,2005,2006,1,1,12,13,3,256.0,2,4,2,2,4,0,0,20.0,6,0.0,1342.0,1362.0,1,0,1,4,1362,0,0,1362,0.0,0.0,2,0,2,1,2,6,6,1,1,2005.0,2,2.0,460.0,5,5,2,192,28,0,0,0,0,0,6,2007,8,4,194700.0
691,120,4,69.30579531442663,4426,1,3,3,4,0,5,2,2,4,2,6,5,2004,2004,1,1,12,13,1,147.0,2,4,2,2,4,1,2,697.0,6,0.0,151.0,848.0,1,0,1,4,848,0,0,848,1.0,0.0,1,0,1,1,2,3,6,1,1,2004.0,2,2.0,420.0,5,5,2,149,0,0,0,0,0,0,5,2008,8,4,141000.0
692,60,3,104.0,21535,1,0,3,0,0,15,2,2,0,5,10,6,1994,1995,1,7,6,6,1,1170.0,0,4,2,0,4,1,2,1455.0,6,0.0,989.0,2444.0,1,0,1,4,2444,1872,0,4316,0.0,1.0,3,1,4,1,0,10,6,2,1,1994.0,0,3.0,832.0,5,5,2,382,50,0,0,0,0,0,1,2007,8,4,755000.0
693,60,3,42.0,26178,1,0,3,4,1,23,2,2,0,5,7,5,1989,1990,3,1,8,8,1,293.0,2,4,2,2,4,1,2,965.0,6,0.0,245.0,1210.0,1,0,1,4,1238,1281,0,2519,1.0,0.0,2,1,4,1,2,9,6,2,1,1989.0,2,2.0,628.0,5,5,2,320,27,0,0,0,0,0,4,2006,8,4,335000.0
694,30,3,60.0,5400,1,3,3,0,2,17,2,2,0,2,5,6,1921,1968,1,1,8,8,2,0.0,3,4,0,4,4,3,6,0.0,6,0.0,1073.0,1073.0,1,0,1,4,1073,0,0,1073,0.0,0.0,1,0,2,1,3,4,6,0,5,1968.0,3,1.0,326.0,5,5,2,0,0,112,0,0,0,0,12,2006,8,0,108480.0
695,50,4,51.0,6120,1,3,3,0,0,3,2,2,0,0,5,6,1936,1950,1,1,13,14,2,0.0,3,1,0,4,4,3,6,0.0,6,0.0,927.0,927.0,1,4,1,4,1067,472,0,1539,0.0,0.0,1,1,3,1,3,5,6,0,5,1995.0,3,2.0,576.0,5,5,2,112,0,0,0,0,0,0,4,2009,8,4,141500.0
696,20,3,54.0,13811,1,0,3,4,0,23,2,2,0,2,6,6,1987,1987,1,1,6,6,1,72.0,3,4,1,2,1,3,2,980.0,3,40.0,92.0,1112.0,1,2,1,4,1137,0,0,1137,1.0,0.0,2,0,2,1,2,5,6,1,1,1987.0,3,2.0,551.0,5,5,2,125,0,0,0,0,0,0,7,2006,8,4,176000.0
697,30,4,50.0,6000,1,3,3,4,0,3,2,2,0,2,5,7,1921,1950,1,1,13,15,2,0.0,3,4,1,4,4,3,3,616.0,6,0.0,0.0,616.0,1,2,1,4,616,0,0,616,0.0,0.0,1,0,2,1,3,4,6,0,5,1921.0,3,1.0,205.0,5,5,2,0,0,129,0,0,0,0,6,2006,8,4,89000.0
698,20,3,57.0,6420,1,0,3,4,0,7,2,2,0,2,5,7,1952,1952,1,1,13,14,2,0.0,3,4,2,0,1,2,3,210.0,0,551.0,219.0,980.0,1,1,1,0,1148,0,0,1148,0.0,1.0,1,0,2,1,3,6,6,0,5,1952.0,3,1.0,308.0,5,5,2,0,0,0,0,0,0,0,9,2006,8,4,123500.0
699,20,3,65.0,8450,1,3,3,4,0,19,5,2,0,2,5,8,1965,2009,1,1,8,8,2,0.0,3,2,1,4,4,3,2,553.0,1,117.0,224.0,894.0,1,0,1,4,894,0,0,894,1.0,0.0,1,0,3,1,3,5,6,1,5,1973.0,3,1.0,336.0,5,5,2,416,144,0,0,0,0,0,4,2010,8,4,138500.0
700,120,1,59.0,4282,1,1,3,4,0,21,2,2,4,2,7,5,2004,2004,1,1,8,8,2,0.0,2,4,2,2,4,2,2,16.0,6,0.0,1375.0,1391.0,1,0,1,4,1391,0,0,1391,0.0,0.0,2,0,2,1,2,5,6,0,1,2004.0,2,2.0,530.0,5,5,2,156,158,0,0,0,0,0,7,2008,8,4,196000.0
701,20,3,85.0,14331,1,3,3,4,0,23,2,2,0,2,8,5,2002,2002,3,1,12,13,1,630.0,2,4,2,0,4,1,2,1274.0,6,0.0,526.0,1800.0,1,0,1,4,1800,0,0,1800,1.0,0.0,2,0,3,1,2,7,6,1,1,2002.0,0,3.0,765.0,5,5,2,270,78,0,0,0,0,0,5,2006,8,4,312500.0
702,20,3,80.0,9600,1,3,3,4,0,14,2,2,0,2,7,5,1969,1969,3,1,6,6,1,168.0,3,4,1,4,4,3,6,0.0,6,0.0,1164.0,1164.0,1,4,1,4,1164,0,0,1164,0.0,0.0,1,1,3,1,3,6,6,0,1,1969.0,3,2.0,528.0,5,5,2,0,0,0,0,0,0,0,7,2006,0,4,140000.0
703,60,3,82.0,12438,1,0,3,4,0,22,2,2,0,5,8,5,2006,2006,3,1,12,13,1,466.0,0,4,2,0,1,3,6,0.0,6,0.0,1234.0,1234.0,1,0,1,4,1264,1312,0,2576,0.0,0.0,2,1,4,1,0,10,6,1,3,2006.0,0,3.0,666.0,5,5,2,324,100,0,0,0,0,0,7,2006,6,5,361919.0
704,190,4,76.0,7630,1,3,3,4,0,17,1,2,1,5,5,9,1900,1996,1,1,13,14,2,0.0,3,2,0,2,4,3,6,0.0,6,0.0,360.0,360.0,1,2,1,4,1032,780,0,1812,0.0,0.0,2,0,4,2,2,8,6,1,5,1999.0,3,2.0,672.0,5,5,0,344,0,40,0,0,0,0,5,2010,8,4,140000.0
705,20,3,70.0,8400,1,3,3,4,0,5,2,2,0,2,7,5,2004,2005,1,1,12,13,1,109.0,2,4,2,2,4,0,2,712.0,6,0.0,761.0,1473.0,1,0,1,4,1484,0,0,1484,1.0,0.0,2,0,3,1,2,7,6,0,1,2004.0,2,2.0,606.0,5,5,2,0,35,0,144,0,0,0,5,2010,8,4,213000.0
706,190,4,70.0,5600,1,3,3,4,0,9,2,2,1,5,4,5,1930,1950,3,1,12,15,2,0.0,1,1,3,3,2,4,4,0.0,4,0.0,0.0,0.0,1,1,0,4,372,720,0,1092,0.0,0.0,2,0,3,2,1,7,4,0,6,0.0,1,0.0,0.0,3,3,0,0,0,0,0,0,0,3500,7,2010,8,4,55000.0
707,20,3,69.30579531442663,115149,1,1,2,1,2,4,2,2,0,2,7,5,1971,2002,1,1,9,10,3,351.0,3,4,1,2,4,1,2,1219.0,6,0.0,424.0,1643.0,1,4,1,4,1824,0,0,1824,1.0,0.0,2,0,2,1,2,5,6,2,1,1971.0,3,2.0,739.0,5,5,2,380,48,0,0,0,0,0,6,2007,8,4,302000.0
708,120,3,48.0,6240,1,3,3,4,0,16,2,2,4,2,8,5,2006,2006,3,1,8,8,1,176.0,2,4,2,2,4,3,2,863.0,6,0.0,461.0,1324.0,1,0,1,4,1324,0,0,1324,1.0,0.0,2,0,2,1,2,6,6,1,1,2006.0,0,2.0,550.0,5,5,2,192,38,0,0,0,0,0,12,2009,8,4,254000.0
709,60,3,65.0,9018,1,0,3,4,0,8,2,2,0,5,7,5,2007,2007,3,1,12,13,2,0.0,2,4,2,2,4,0,6,0.0,6,0.0,728.0,728.0,1,0,1,4,728,728,0,1456,0.0,0.0,2,1,3,1,2,8,6,1,1,2007.0,0,2.0,400.0,5,5,2,100,24,0,0,0,0,0,7,2007,6,5,179540.0
710,20,3,69.30579531442663,7162,1,0,3,4,0,19,2,2,0,2,5,7,1966,1966,1,1,6,6,0,41.0,3,4,2,4,4,3,6,0.0,6,0.0,876.0,876.0,1,4,1,4,904,0,0,904,0.0,0.0,1,0,3,1,3,6,6,0,1,1966.0,3,1.0,408.0,5,5,2,0,0,0,0,0,0,0,12,2008,8,0,109900.0
711,30,3,56.0,4130,1,0,3,4,0,3,2,2,0,2,3,6,1935,2003,1,1,12,13,2,0.0,2,4,1,4,4,3,6,0.0,6,0.0,270.0,270.0,1,2,1,4,729,0,0,729,0.0,0.0,1,0,2,1,3,5,1,0,6,0.0,1,0.0,0.0,3,3,0,0,0,0,0,0,0,0,7,2008,8,4,52000.0
